statistic,pval,fdr,df.test,df.dna,df.rna.full,df.rna.red,architecture
1.6581190200002993,0.4364595792227054,0.527383705357461,2,20,7,5,"CUX1-3:709, 8, set1, minTK"
19.120628234458763,7.047065913689596e-5,3.645832500081534e-4,2,73,7,5,"CUX2-1:1043, 1, set2, minCMV"
0.3471279280283852,0.8406633772379087,0.8799702095558104,2,71,7,5,"CUX2-1:1043, 1, set2, minProm"
7.9359054696305975,0.018912111636790355,0.04121337031991823,2,79,7,5,"CUX2-1:1043, 1, set2, minTK"
5.02495467723611,0.08106715946758176,0.1352440712552077,2,89,7,5,"CUX2-1:1376, 4, set2, minCMV"
12.832551433054505,0.0016347331212862532,0.00533983834990366,2,83,7,5,"CUX2-1:1376, 4, set2, minProm"
18.40818925188114,1.0062652913779435e-4,4.959450364648436e-4,2,93,7,5,"CUX2-1:1376, 4, set2, minTK"
14.361450732284993,7.6111555441595e-4,0.0028483564963460856,2,81,7,5,"CUX2-1:1709, 8, set2, minCMV"
3.4714352854375647,0.17627365338017675,0.25392833812049387,2,86,7,5,"CUX2-1:1709, 8, set2, minProm"
14.9044616965748,5.801459499192953e-4,0.002259147925462519,2,94,7,5,"CUX2-1:1709, 8, set2, minTK"
3.523513039010595,0.17174292891886486,0.24823705811334568,2,47,7,5,"CUX2-1:377, 4, set1, minCMV"
8.10577825674818,0.01737211180543079,0.03836977467929154,2,40,7,5,"CUX2-1:377, 4, set1, minProm"
1.8217834300976392,0.4021654471127141,0.4952271928452331,2,40,7,5,"CUX2-1:377, 4, set1, minTK"
1.452048090085782,0.48382885264261005,0.5706878028926903,2,27,7,5,"CUX2-1:44, 1, set1, minCMV"
22.80987372691152,1.1140350470017321e-5,7.00234311528929e-5,2,39,7,5,"CUX2-1:44, 1, set1, minProm"
4.644837732790847,0.09803616219410162,0.15805725178103913,2,29,7,5,"CUX2-1:44, 1, set1, minTK"
4.777586796571427,0.09174031113925107,0.14983437518780343,2,24,7,5,"CUX2-1:710, 8, set1, minCMV"
8.772183755633705,0.012449287609651674,0.02935909186285366,2,35,7,5,"CUX2-1:710, 8, set1, minProm"
8.166072739124957,0.016856206199323154,0.03741017790749674,2,34,7,5,"CUX2-1:710, 8, set1, minTK"
34.50298725588118,3.219374596528836e-8,3.4027847499627507e-7,2,65,7,5,"DBP-1:1194, 1, set2, minCMV"
2.0497873421718396,0.3588346178728133,0.45220672857725147,2,54,7,5,"DBP-1:1194, 1, set2, minProm"
1.5025710503036862,0.4717597037999372,0.5596052426183918,2,55,7,5,"DBP-1:1194, 1, set2, minTK"
52.040437147764806,5.006827805713587e-12,8.332501234386758e-11,2,69,7,5,"DBP-1:1527, 4, set2, minCMV"
11.434207852505551,0.003289222954139756,0.009687826456293642,2,44,7,5,"DBP-1:1527, 4, set2, minProm"
4.161905328491912,0.12481125232558703,0.1916619649547238,2,42,7,5,"DBP-1:1527, 4, set2, minTK"
34.10844257824465,3.921442045205064e-8,4.08162298298378e-7,2,45,7,5,"DBP-1:1860, 8, set2, minCMV"
4.690608180120307,0.09581806038012013,0.15513279957667223,2,58,7,5,"DBP-1:1860, 8, set2, minProm"
2.8089307522091076,0.24549827061644966,0.33258435470011416,2,49,7,5,"DBP-1:1860, 8, set2, minTK"
10.346938627623786,0.005664881436701134,0.015257910922272659,2,29,7,5,"DBP-1:195, 1, set1, minCMV"
3.0459211237138106,0.2180653344336634,0.30086255195621814,2,21,7,5,"DBP-1:195, 1, set1, minProm"
11.17538296476414,0.003743660202435387,0.010788276538318025,2,24,7,5,"DBP-1:195, 1, set1, minTK"
8.608579304474233,0.013510479272683049,0.03130862385416853,2,33,7,5,"DBP-1:528, 4, set1, minCMV"
3.8594032376529412,0.14519151443543385,0.215749856508698,2,32,7,5,"DBP-1:528, 4, set1, minProm"
1.1691952371036223,0.5573300759824305,0.6393730612008417,2,36,7,5,"DBP-1:528, 4, set1, minTK"
8.322889702508292,0.015585023603635822,0.035083442063756444,2,40,7,5,"DBP-1:861, 8, set1, minCMV"
0.37806525333940044,0.8277594992183818,0.8696785431480037,2,33,7,5,"DBP-1:861, 8, set1, minProm"
0.26407733081214246,0.8763071116540041,0.9074908312697131,2,36,7,5,"DBP-1:861, 8, set1, minTK"
4.251970003420411,0.11931538450833049,0.18520721963349712,2,56,7,5,"DPRX-1:1229, 1, set2, minCMV"
2.1749002336819103,0.337074900435153,0.42883301503465393,2,53,7,5,"DPRX-1:1229, 1, set2, minProm"
4.328987351281285,0.11480804999577945,0.17939853308500806,2,55,7,5,"DPRX-1:1229, 1, set2, minTK"
22.78038266096428,1.1305837977464436e-5,7.084607246898888e-5,2,66,7,5,"DPRX-1:1562, 4, set2, minCMV"
8.716212545207327,0.012802609359728124,0.03005383183413242,2,65,7,5,"DPRX-1:1562, 4, set2, minProm"
16.012134183165927,3.334335070715796e-4,0.0014082635260842988,2,57,7,5,"DPRX-1:1562, 4, set2, minTK"
10.321632137039614,0.005737015976664218,0.015398170940863183,2,64,7,5,"DPRX-1:1895, 8, set2, minCMV"
4.124742243471701,0.12715211902048987,0.1941425069380478,2,61,7,5,"DPRX-1:1895, 8, set2, minProm"
11.381941542003005,0.0033763137504679995,0.009906327157966547,2,73,7,5,"DPRX-1:1895, 8, set2, minTK"
0.5209637181856124,0.7706801370860824,0.8246640045035079,2,41,7,5,"DPRX-1:230, 1, set1, minCMV"
3.674246468526917,0.15927496443646505,0.23299370095386657,2,33,7,5,"DPRX-1:230, 1, set1, minProm"
6.966738839597838,0.030703782613927963,0.06105956251040531,2,41,7,5,"DPRX-1:230, 1, set1, minTK"
9.359390392896785,0.009281842594531076,0.023080258716512033,2,40,7,5,"DPRX-1:563, 4, set1, minCMV"
15.24849273630116,4.884632262888342e-4,0.0019503593450193308,2,45,7,5,"DPRX-1:563, 4, set1, minProm"
1.5274342546410935,0.4659312782395019,0.5546911994420081,2,37,7,5,"DPRX-1:563, 4, set1, minTK"
10.788392931460976,0.004542869283753714,0.012653997982670154,2,27,7,5,"DPRX-1:896, 8, set1, minCMV"
1.852713803498773,0.39599372977703645,0.4894922493077256,2,33,7,5,"DPRX-1:896, 8, set1, minProm"
0.6995399808333786,0.7048501933745762,0.7678703277476091,2,27,7,5,"DPRX-1:896, 8, set1, minTK"
13.325333133943218,0.0012777346585877486,0.0043592047435485354,2,26,7,5,"DRGX-1:1230, 1, set2, minCMV"
0.15420663579220673,0.9257941975563734,0.9464551993998904,2,24,7,5,"DRGX-1:1230, 1, set2, minProm"
0.8785236741084645,0.6445120004108338,0.7173246507331789,2,30,7,5,"DRGX-1:1230, 1, set2, minTK"
2.3952454490923856,0.3019110852841313,0.392721028326594,2,18,7,5,"DRGX-1:1563, 4, set2, minCMV"
1.9720989104403088,0.37304752476343744,0.4669557377848083,2,23,7,5,"DRGX-1:1563, 4, set2, minProm"
6.977388855785193,0.03054071926514289,0.06083378430335469,2,18,7,5,"DRGX-1:1563, 4, set2, minTK"
1.237579008622106,0.5385960113012948,0.6215149298949761,2,23,7,5,"DRGX-1:1896, 8, set2, minCMV"
0.7124845452417503,0.7003029354535151,0.7634582507757919,2,19,7,5,"DRGX-1:1896, 8, set2, minProm"
0.2264055279852073,0.8929695796810901,0.9210154835105098,2,19,7,5,"DRGX-1:1896, 8, set2, minTK"
0.3376643132905883,0.8446506604896187,0.8820945683503569,2,20,7,5,"DRGX-1:231, 1, set1, minCMV"
4.517225636272997,0.10449533830054206,0.1659441097759578,2,19,7,5,"DRGX-1:231, 1, set1, minProm"
1.790491910142805,0.4085071118878689,0.5014275782737164,2,20,7,5,"DRGX-1:231, 1, set1, minTK"
0.822749097236283,0.6627386572599585,0.7321241399952159,2,19,7,5,"DRGX-1:564, 4, set1, minCMV"
2.607540662442375,0.2715061925476802,0.3601122091652925,2,13,7,5,"DRGX-1:564, 4, set1, minProm"
0.02328676332302848,0.9884241401917655,0.9955572650348747,2,14,7,5,"DRGX-1:564, 4, set1, minTK"
4.861203141932492,0.08798388810645717,0.14490938759446814,2,23,7,5,"DRGX-1:897, 8, set1, minCMV"
3.8936065447193187,0.14272961077308038,0.212794984160594,2,22,7,5,"DRGX-1:897, 8, set1, minProm"
0.6510071527155787,0.722163597546094,0.7828431866779458,2,20,7,5,"DRGX-1:897, 8, set1, minTK"
0.1538546464985302,0.9259571467178866,0.9464551993998904,2,16,7,5,"DUXA-1:1231, 1, set2, minCMV"
0.2650376592172279,0.8758864413520467,0.9074908312697131,2,16,7,5,"DUXA-1:1231, 1, set2, minProm"
1.6955885334668892,0.42835873578985906,0.5198717384358744,2,31,7,5,"DUXA-1:1231, 1, set2, minTK"
4.320896087073379,0.11527346193659094,0.1800059064653811,2,15,7,5,"DUXA-1:1564, 4, set2, minCMV"
2.2238511216905863,0.32892498581837987,0.42081840373138973,2,11,7,5,"DUXA-1:1564, 4, set2, minProm"
0.7460850480218824,0.6886359486587044,0.753682652060792,2,20,7,5,"DUXA-1:1564, 4, set2, minTK"
2.6322235542395447,0.2681760054915639,0.356542292644229,2,25,7,5,"DUXA-1:1897, 8, set2, minCMV"
0.21546214014847465,0.8978690278159126,0.9247536200827258,2,16,7,5,"DUXA-1:1897, 8, set2, minProm"
14.063933191350202,8.83193187698306e-4,0.0032054901688270076,2,26,7,5,"DUXA-1:1897, 8, set2, minTK"
3.810065585012808,0.14881776243469638,0.22002223283774064,2,16,7,5,"DUXA-1:232, 1, set1, minCMV"
1.6201663988418318,0.4448210558290846,0.5355118807775747,2,14,7,5,"DUXA-1:232, 1, set1, minProm"
6.707258337927556,0.034957257818267445,0.06761339220849776,2,18,7,5,"DUXA-1:232, 1, set1, minTK"
0.2527958691354115,0.8812640915539222,0.9109312887110984,2,20,7,5,"DUXA-1:565, 4, set1, minCMV"
1.776407867858893,0.4113939803708793,0.5040643322940084,2,12,7,5,"DUXA-1:565, 4, set1, minProm"
1.3957037738771305,0.4976531717084809,0.5835570226201606,2,16,7,5,"DUXA-1:565, 4, set1, minTK"
2.6755851553223238,0.262424310977592,0.3501842011545833,2,21,7,5,"DUXA-1:898, 8, set1, minCMV"
4.860748565422227,0.08800388808365851,0.14490938759446814,2,18,7,5,"DUXA-1:898, 8, set1, minProm"
0.18494446945715026,0.9116745235036515,0.9357501669456667,2,19,7,5,"DUXA-1:898, 8, set1, minTK"
4.068871363375365,0.13075424870521604,0.19854866740784538,2,103,7,5,"E2F2-1:1046, 1, set2, minCMV"
1.4256243533991437,0.49026354932752714,0.5769851392143243,2,103,7,5,"E2F2-1:1046, 1, set2, minProm"
8.493672812594014,0.01430943160544963,0.03274002216433167,2,103,7,5,"E2F2-1:1046, 1, set2, minTK"
4.486617299367936,0.10610685254953944,0.16819880782310834,2,103,7,5,"E2F2-1:1379, 4, set2, minCMV"
3.5665600014744996,0.16808592016896318,0.24373450667239738,2,103,7,5,"E2F2-1:1379, 4, set2, minProm"
3.2030926362822356,0.20158456299924568,0.28252547232893366,2,103,7,5,"E2F2-1:1379, 4, set2, minTK"
8.351296618449851,0.015365227006872158,0.034664900458927964,2,103,7,5,"E2F2-1:1712, 8, set2, minCMV"
60.88868917437321,6.000523495847867e-14,1.2042227054902534e-12,2,103,7,5,"E2F2-1:1712, 8, set2, minProm"
1.4288163060973602,0.4894817243510079,0.576321243215847,2,102,7,5,"E2F2-1:1712, 8, set2, minTK"
0.8636781309132857,0.6493138653074162,0.7209250491507582,2,103,7,5,"E2F2-1:380, 4, set1, minCMV"
18.91316190218913,7.817341333923156e-5,3.977323374616579e-4,2,103,7,5,"E2F2-1:380, 4, set1, minProm"
9.253213287111066,0.009787916702968833,0.024131149378855965,2,103,7,5,"E2F2-1:380, 4, set1, minTK"
1.9458206197268737,0.37798139284065096,0.4721691890631484,2,103,7,5,"E2F2-1:47, 1, set1, minCMV"
36.93507560364833,9.542237866211093e-9,1.0986154989033581e-7,2,100,7,5,"E2F2-1:47, 1, set1, minProm"
7.020178166616461,0.029894251239507372,0.05979824002013511,2,103,7,5,"E2F2-1:47, 1, set1, minTK"
1.5625994418924165,0.45781059842957333,0.547393863893304,2,102,7,5,"E2F2-1:713, 8, set1, minCMV"
46.36604954401537,8.545554882115176e-11,1.2645362055679348e-9,2,101,7,5,"E2F2-1:713, 8, set1, minProm"
15.961974645675582,3.419016884709009e-4,0.0014400673997941034,2,102,7,5,"E2F2-1:713, 8, set1, minTK"
1.5587025069009997,0.2118552993617976,0.29447790705767296,1,4,6,5,"E2F2-2:714, 8, set1, minCMV"
-0.09964072183490202,1,1,0,2,5,5,"E2F2-2:714, 8, set1, minTK"
7.131539639096445,0.0282752102941642,0.05717420692013907,2,102,7,5,"E2F3-1:1048, 1, set2, minCMV"
4.97254653316395,0.08321952638345916,0.13819852518464018,2,76,7,5,"E2F3-1:1048, 1, set2, minProm"
37.43468283819084,7.432961884475269e-9,8.727690044467042e-8,2,92,7,5,"E2F3-1:1048, 1, set2, minTK"
4.160930646593897,0.1248720927835613,0.1916619649547238,2,77,7,5,"E2F3-1:1381, 4, set2, minCMV"
3.6960929229280737,0.15754463540588393,0.23084743641792727,2,65,7,5,"E2F3-1:1381, 4, set2, minProm"
4.5590018557250005,0.10233526665345183,0.16327380423976298,2,68,7,5,"E2F3-1:1381, 4, set2, minTK"
3.963921163267514,0.13779880648751228,0.20684978505006427,2,101,7,5,"E2F3-1:1714, 8, set2, minCMV"
13.370776829804527,0.0012490295178864007,0.004282685800860071,2,81,7,5,"E2F3-1:1714, 8, set2, minProm"
1.8906540537914225,0.38855248300996664,0.48253354678840454,2,98,7,5,"E2F3-1:1714, 8, set2, minTK"
0.775871562977045,0.6784559112938785,0.7456772381920571,2,83,7,5,"E2F3-1:382, 4, set1, minCMV"
23.118913247445562,9.545348179924053e-6,6.125181104797661e-5,2,64,7,5,"E2F3-1:382, 4, set1, minProm"
2.9952115254654927,0.22366502673656014,0.30713929543587115,2,77,7,5,"E2F3-1:382, 4, set1, minTK"
2.871232372702252,0.2379686857725941,0.3238124749234435,2,86,7,5,"E2F3-1:49, 1, set1, minCMV"
7.338396090354308,0.025496909119174897,0.05254245600699767,2,58,7,5,"E2F3-1:49, 1, set1, minProm"
11.94954530556788,0.0025420799558788718,0.007801555726662745,2,63,7,5,"E2F3-1:49, 1, set1, minTK"
2.420003354400251,0.29819677929379235,0.38857416761636515,2,81,7,5,"E2F3-1:715, 8, set1, minCMV"
12.734643838418833,0.0017167506716855591,0.005586945349666677,2,60,7,5,"E2F3-1:715, 8, set1, minProm"
3.8239620550780273,0.14778732564837485,0.21890061910435843,2,80,7,5,"E2F3-1:715, 8, set1, minTK"
1.2572300107649426e-6,0,0,0,2,5,5,"E2F3-2:716, 8, set1, minCMV"
8.085929443691839,0.017545378065506014,0.0386741445442471,2,43,7,5,"E2F7-1:1050, 1, set2, minCMV"
0.3383628946535282,0.8443556834041849,0.8820945683503569,2,26,7,5,"E2F7-1:1050, 1, set2, minProm"
10.743766989493906,0.004645373528615665,0.01289658175372007,2,35,7,5,"E2F7-1:1050, 1, set2, minTK"
1.6143847048447242,0.446108825919548,0.5367465321261646,2,34,7,5,"E2F7-1:1383, 4, set2, minCMV"
3.0658008439193054,0.2159085324290195,0.29835605257574455,2,31,7,5,"E2F7-1:1383, 4, set2, minProm"
7.36892546379363,0.025110662257759576,0.051903257127196754,2,37,7,5,"E2F7-1:1383, 4, set2, minTK"
0.4772929533542083,0.7876933011092606,0.8373246602236403,2,39,7,5,"E2F7-1:1716, 8, set2, minCMV"
2.0566101177189466,0.357612579453265,0.450944322468686,2,31,7,5,"E2F7-1:1716, 8, set2, minProm"
13.073808534088812,0.0014489671784919482,0.00483330116410595,2,37,7,5,"E2F7-1:1716, 8, set2, minTK"
1.5830215338149856,0.45315965925523766,0.5436322460414953,2,23,7,5,"E2F7-1:384, 4, set1, minCMV"
11.50579942662307,0.0031735650126892894,0.009392223008638519,2,24,7,5,"E2F7-1:384, 4, set1, minProm"
0.5249314734746804,0.7691527175986828,0.8232236672906644,2,16,7,5,"E2F7-1:384, 4, set1, minTK"
1.0994619644584418,0.5771050410112897,0.6577583624443819,2,34,7,5,"E2F7-1:51, 1, set1, minCMV"
0.9183053112708421,0.6318187868388742,0.7071257827551534,2,31,7,5,"E2F7-1:51, 1, set1, minProm"
12.277569252248895,0.002157544248367181,0.0067876430477576116,2,29,7,5,"E2F7-1:51, 1, set1, minTK"
0.9737584710644569,0.6145412432097189,0.6923312739957593,2,33,7,5,"E2F7-1:717, 8, set1, minCMV"
4.6144902709988855,0.09953507986460658,0.15980259488850954,2,32,7,5,"E2F7-1:717, 8, set1, minProm"
23.433283070630523,8.156939380097707e-6,5.311958084112409e-5,2,37,7,5,"E2F7-1:717, 8, set1, minTK"
0.889917868989869,0.6408505923452149,0.7144995438620124,2,101,7,5,"EBF1-1:1051, 1, set2, minCMV"
0.8315820112111396,0.6598181543710143,0.7302114409789869,2,73,7,5,"EBF1-1:1051, 1, set2, minProm"
5.229943873161574,0.07316984206312142,0.12415833886079039,2,71,7,5,"EBF1-1:1051, 1, set2, minTK"
1.5689302803552891,0.4563637271421711,0.5461089646463632,2,80,7,5,"EBF1-1:1384, 4, set2, minCMV"
4.360583761896123,0.1130085407861054,0.17690172035877472,2,57,7,5,"EBF1-1:1384, 4, set2, minProm"
2.5880726695263547,0.274161937400324,0.36277327835677936,2,72,7,5,"EBF1-1:1384, 4, set2, minTK"
1.4846152390755378,0.47601418749279284,0.5634547273310025,2,77,7,5,"EBF1-1:1717, 8, set2, minCMV"
8.6622744242718,0.013152581706522214,0.03069935547691103,2,79,7,5,"EBF1-1:1717, 8, set2, minProm"
6.06882625338767,0.04810288489250393,0.08820537955355827,2,78,7,5,"EBF1-1:1717, 8, set2, minTK"
4.421111240651953,0.10963971353534775,0.17272895865073642,2,74,7,5,"EBF1-1:385, 4, set1, minCMV"
5.812852162724539,0.05467077001668022,0.09799567970590578,2,44,7,5,"EBF1-1:385, 4, set1, minProm"
5.037577211479402,0.0805571341154538,0.13453939641093332,2,51,7,5,"EBF1-1:385, 4, set1, minTK"
2.727828271539238,0.2556581353435957,0.3432963253529184,2,56,7,5,"EBF1-1:52, 1, set1, minCMV"
11.10926732944381,0.003869485739107293,0.011086897400158217,2,54,7,5,"EBF1-1:52, 1, set1, minProm"
3.202629044034893,0.20163129493547247,0.28252547232893366,2,48,7,5,"EBF1-1:52, 1, set1, minTK"
5.489412215849825,0.0642671857859052,0.11208883496485199,2,59,7,5,"EBF1-1:718, 8, set1, minCMV"
0.13680167656957565,0.9338860612558492,0.9526568608259418,2,52,7,5,"EBF1-1:718, 8, set1, minProm"
14.13947494223612,8.504563492164556e-4,0.0031087216907965797,2,65,7,5,"EBF1-1:718, 8, set1, minTK"
139.35619210517416,5.485135681386904e-31,2.7610014933931945e-29,2,101,7,5,"EGR1-1:1002, 1, set2, minCMV"
6.301120746972629,0.04282812039823423,0.08011193645006287,2,88,7,5,"EGR1-1:1002, 1, set2, minProm"
38.12892832099806,5.253012263014422e-9,6.400545299041978e-8,2,103,7,5,"EGR1-1:1002, 1, set2, minTK"
81.15539001680645,2.3841356922885156e-18,6.654989675610807e-17,2,101,7,5,"EGR1-1:1335, 4, set2, minCMV"
5.203374752420132,0.07414835642326552,0.1254394095854748,2,94,7,5,"EGR1-1:1335, 4, set2, minProm"
3.602475615196454,0.16509440658233912,0.24024757128486837,2,98,7,5,"EGR1-1:1335, 4, set2, minTK"
36.55661663687988,1.1530059774274995e-8,1.3039796882840285e-7,2,97,7,5,"EGR1-1:1668, 8, set2, minCMV"
4.227694146084104,0.12077245113086234,0.18685832089835358,2,83,7,5,"EGR1-1:1668, 8, set2, minProm"
14.049978463188381,8.893770967271282e-4,0.0032222210920361616,2,91,7,5,"EGR1-1:1668, 8, set2, minTK"
42.47776226440692,5.971330684164446e-10,8.094909874493127e-9,2,99,7,5,"EGR1-1:3, 1, set1, minCMV"
4.957357800653881,0.0838539318510466,0.13906211058527604,2,87,7,5,"EGR1-1:3, 1, set1, minProm"
6.34851601420678,0.041825126521061434,0.07864301958537608,2,83,7,5,"EGR1-1:3, 1, set1, minTK"
28.69382840820117,5.877793561570208e-7,5.048325910713657e-6,2,72,7,5,"EGR1-1:336, 4, set1, minCMV"
4.413556820628401,0.11005462887688225,0.1731605113843028,2,73,7,5,"EGR1-1:336, 4, set1, minProm"
2.7435988841866674,0.2536501199450522,0.3410697146009559,2,87,7,5,"EGR1-1:336, 4, set1, minTK"
61.64915316076622,4.102574574082492e-14,8.342354456768405e-13,2,64,7,5,"EGR1-1:669, 8, set1, minCMV"
4.972519003379148,0.08322067189916942,0.13819852518464018,2,62,7,5,"EGR1-1:669, 8, set1, minProm"
5.5685514358920045,0.061773814497324685,0.10872828742564371,2,59,7,5,"EGR1-1:669, 8, set1, minTK"
4.47162346850746,0.10690531591612326,0.16920246006209097,2,103,7,5,"EHF-1:1052, 1, set2, minCMV"
19.341420900153025,6.31050064478905e-5,3.2917983469032806e-4,2,99,7,5,"EHF-1:1052, 1, set2, minProm"
2.7920305260768146,0.24758154833056492,0.33466834433149883,2,99,7,5,"EHF-1:1052, 1, set2, minTK"
5.707365129603204,0.057631697155412276,0.10270349745542275,2,101,7,5,"EHF-1:1385, 4, set2, minCMV"
13.717356150045816,0.0010503014350391423,0.003717003638155828,2,100,7,5,"EHF-1:1385, 4, set2, minProm"
3.0490950473640623,0.2177195475204199,0.3004529755781794,2,95,7,5,"EHF-1:1385, 4, set2, minTK"
1.4302186036638886,0.4891386451243953,0.5762133933836393,2,83,7,5,"EHF-1:1718, 8, set2, minCMV"
15.36806128302942,4.6011659117760513e-4,0.0018577093927821652,2,78,7,5,"EHF-1:1718, 8, set2, minProm"
7.274960875440229,0.026318571778816833,0.053982080592422904,2,79,7,5,"EHF-1:1718, 8, set2, minTK"
9.484822096977041,0.008717602264946776,0.02198301845543252,2,71,7,5,"EHF-1:386, 4, set1, minCMV"
5.7274141478606,0.05705685375648942,0.10176768484420608,2,47,7,5,"EHF-1:386, 4, set1, minProm"
14.262114757538257,7.998731712762908e-4,0.0029626183020553085,2,56,7,5,"EHF-1:386, 4, set1, minTK"
10.490224827332895,0.005273228878305441,0.014335059115393409,2,66,7,5,"EHF-1:53, 1, set1, minCMV"
8.519515471822615,0.014125724151353367,0.03240820215035723,2,58,7,5,"EHF-1:53, 1, set1, minProm"
5.9196764230609915,0.05182730155425642,0.09371067540769284,2,65,7,5,"EHF-1:53, 1, set1, minTK"
11.887479434250963,0.0026222049868351903,0.007995511829272545,2,66,7,5,"EHF-1:719, 8, set1, minCMV"
8.619826701642523,0.01343471365071673,0.031186857687359137,2,60,7,5,"EHF-1:719, 8, set1, minProm"
6.397633002374732,0.040810474556826834,0.0769236108819747,2,83,7,5,"EHF-1:719, 8, set1, minTK"
0.26668487783808814,0.87516535011356,0.9070701122442822,2,94,7,5,"ELF1-1:1053, 1, set2, minCMV"
13.419537055076034,0.0012189462444372307,0.004195935474825691,2,90,7,5,"ELF1-1:1053, 1, set2, minProm"
3.0704906724758985,0.21540283856462047,0.2981268495887614,2,85,7,5,"ELF1-1:1053, 1, set2, minTK"
1.260950261474136,0.5323388103784997,0.6158803004021038,2,102,7,5,"ELF1-1:1386, 4, set2, minCMV"
38.02774530277202,5.5256074417050336e-9,6.679676240061144e-8,2,100,7,5,"ELF1-1:1386, 4, set2, minProm"
2.1908321917221656,0.3344004353591572,0.42632654515465196,2,81,7,5,"ELF1-1:1386, 4, set2, minTK"
2.227804070565071,0.32827551603377986,0.42007500395154035,2,86,7,5,"ELF1-1:1719, 8, set2, minCMV"
11.806904176577518,0.0027300043174888853,0.008278798763790876,2,90,7,5,"ELF1-1:1719, 8, set2, minProm"
8.227062158706758,0.01634993954247963,0.03649809650604123,2,96,7,5,"ELF1-1:1719, 8, set2, minTK"
0.04229651092146014,0.9790738007716405,0.988734124410236,2,71,7,5,"ELF1-1:387, 4, set1, minCMV"
4.853659315862387,0.08831638235636953,0.14532446517965308,2,48,7,5,"ELF1-1:387, 4, set1, minProm"
5.937298095277129,0.05137266549737559,0.09300693951043146,2,52,7,5,"ELF1-1:387, 4, set1, minTK"
0.2207243121238207,0.8955097622743378,0.9231702954720007,2,70,7,5,"ELF1-1:54, 1, set1, minCMV"
5.424755851704958,0.06637877509039687,0.11492304985343309,2,65,7,5,"ELF1-1:54, 1, set1, minProm"
1.7793175217962016,0.410795908464549,0.5035324698364861,2,64,7,5,"ELF1-1:54, 1, set1, minTK"
0.8534493990800911,0.6526432004714198,0.724228748481205,2,48,7,5,"ELF1-1:720, 8, set1, minCMV"
6.552195087344444,0.03777538633260879,0.0721551003012599,2,67,7,5,"ELF1-1:720, 8, set1, minProm"
0.48442655250255484,0.7848887615668005,0.8351146170373153,2,42,7,5,"ELF1-1:720, 8, set1, minTK"
7.668440591832223,0.021618187689847575,0.04611229267223132,2,103,7,5,"ELF1-2:1054, 1, set2, minCMV"
8.44921342366888,0.014631087811892225,0.03335171130394586,2,100,7,5,"ELF1-2:1054, 1, set2, minProm"
15.256345368657094,4.865491253628048e-4,0.001943980597822371,2,91,7,5,"ELF1-2:1054, 1, set2, minTK"
5.093720800998199,0.07832719639262266,0.13135098663219436,2,91,7,5,"ELF1-2:1387, 4, set2, minCMV"
29.008420255927376,5.022287579299537e-7,4.36235757064759e-6,2,95,7,5,"ELF1-2:1387, 4, set2, minProm"
3.5495618001523326,0.1695205873786512,0.24549753090682847,2,98,7,5,"ELF1-2:1387, 4, set2, minTK"
6.563810804294917,0.03755662810826007,0.07178505044997321,2,96,7,5,"ELF1-2:1720, 8, set2, minCMV"
16.30912245033005,2.874213716155305e-4,0.0012380604876010366,2,81,7,5,"ELF1-2:1720, 8, set2, minProm"
11.473336089625263,0.0032254976040328705,0.009541320224646368,2,81,7,5,"ELF1-2:1720, 8, set2, minTK"
3.8851979304354245,0.14333095312320268,0.21343244013811535,2,88,7,5,"ELF1-2:388, 4, set1, minCMV"
7.026242463009112,0.02980374472345818,0.059636623117222766,2,89,7,5,"ELF1-2:388, 4, set1, minProm"
3.336214572193967,0.18860370087485165,0.26773354763579843,2,87,7,5,"ELF1-2:388, 4, set1, minTK"
4.027875125092578,0.13346212322674245,0.2016709888620633,2,75,7,5,"ELF1-2:55, 1, set1, minCMV"
2.7275215644344826,0.2556973444331947,0.3432963253529184,2,60,7,5,"ELF1-2:55, 1, set1, minProm"
12.675849456408287,0.0017679674453422967,0.0057384186479107,2,87,7,5,"ELF1-2:55, 1, set1, minTK"
7.817176814184677,0.02006881006654322,0.043351305146780615,2,71,7,5,"ELF1-2:721, 8, set1, minCMV"
10.256488816147794,0.005926956662542188,0.015776957461929596,2,73,7,5,"ELF1-2:721, 8, set1, minProm"
6.862978611517974,0.032338742615303576,0.06356985224090246,2,82,7,5,"ELF1-2:721, 8, set1, minTK"
8.77003362976484,0.012462678574095942,0.029376754504797865,2,103,7,5,"ELF3-1:1055, 1, set2, minCMV"
11.346403959592863,0.003436842937218805,0.010074297125279562,2,98,7,5,"ELF3-1:1055, 1, set2, minProm"
8.721368019140755,0.012769650098714351,0.02998792399854869,2,103,7,5,"ELF3-1:1055, 1, set2, minTK"
9.258194189207643,0.009763570704397722,0.02408922768007489,2,102,7,5,"ELF3-1:1388, 4, set2, minCMV"
18.39653928066582,1.012143876933921e-4,4.980429125201289e-4,2,88,7,5,"ELF3-1:1388, 4, set2, minProm"
15.538314513988553,4.225692340599849e-4,0.001729772026152909,2,99,7,5,"ELF3-1:1388, 4, set2, minTK"
17.58862676143781,1.515926785088248e-4,7.09010387450642e-4,2,103,7,5,"ELF3-1:1721, 8, set2, minCMV"
10.435543877144482,0.005419390419556144,0.014680404308113931,2,96,7,5,"ELF3-1:1721, 8, set2, minProm"
